GeneID,GeneName,Log2FC_Y_VS_N
ENSG00000034713,GABARAPL2,0.122300573
ENSG00000283597,FAM169B,0.122233922
ENSG00000105402,NAPA,0.122169401
ENSG00000137310,TCF19,0.122151501
ENSG00000240505,TNFRSF13B,0.12211715
ENSG00000174348,PODN,0.122072307
ENSG00000144290,SLC4A10,0.12205282
ENSG00000250138,AC139495.2,0.121916293
ENSG00000215244,LINC02649,0.121881814
ENSG00000130558,OLFM1,0.121822185
ENSG00000157766,ACAN,0.121808829
ENSG00000285952,AC020663.4,0.121796001
ENSG00000151176,PLBD2,0.12173962
ENSG00000122121,XPNPEP2,0.121493397
ENSG00000154764,WNT7A,0.121235403
ENSG00000088992,TESC,0.12123196
ENSG00000170345,FOS,0.121230641
ENSG00000228486,C2orf92,0.121198985
ENSG00000183763,TRAIP,0.121078689
ENSG00000169884,WNT10B,0.120655001
ENSG00000130822,PNCK,0.12056942
ENSG00000121104,FAM117A,0.120404171
ENSG00000260923,LINC02193,0.120368978
ENSG00000235246,AL020993.1,0.120342697
ENSG00000075886,TUBA3D,0.120204163
ENSG00000260231,KDM7A-DT,0.120031498
ENSG00000135924,DNAJB2,0.119869017
ENSG00000177335,C8orf31,0.119735587
ENSG00000273108,AL121929.2,0.119726426
ENSG00000106565,TMEM176B,0.119665074
ENSG00000234293,BACH1-IT3,0.119638609
ENSG00000158825,CDA,0.119603864
ENSG00000188389,PDCD1,0.119293063
ENSG00000220267,ACTBP8,0.119157862
ENSG00000110203,FOLR3,0.119080754
ENSG00000267952,AC008878.1,0.119073377
ENSG00000213453,FTH1P3,0.118905422
ENSG00000244482,LILRA6,0.118853712
ENSG00000144130,NT5DC4,0.118770993
ENSG00000172116,CD8B,0.118679802
ENSG00000127946,HIP1,0.11860936
ENSG00000236430,KRT8P29,0.118601275
ENSG00000213409,C1QBPP2,0.118486101
ENSG00000135636,DYSF,0.118373276
ENSG00000159023,EPB41,0.118343416
ENSG00000103852,TTC23,0.118184626
ENSG00000179632,MAF1,0.118157498
ENSG00000206651,Y_RNA,0.118084777
ENSG00000076984,MAP2K7,0.118032419
ENSG00000289429,,0.117964533
ENSG00000225527,AL450384.1,0.117946856
ENSG00000104267,CA2,0.117804372
ENSG00000137193,PIM1,0.117798946
ENSG00000272927,AC107464.2,0.117716089
ENSG00000228451,SDAD1P1,0.117626741
ENSG00000137941,TTLL7,0.117590852
ENSG00000105855,ITGB8,0.117554497
ENSG00000100325,ASCC2,0.117468327
ENSG00000287299,AC012459.1,0.117295365
ENSG00000268204,AC008763.1,0.117075803
ENSG00000173175,ADCY5,0.117064337
ENSG00000269386,RAB11B-AS1,0.116978377
ENSG00000250850,AL161781.1,0.116923852
ENSG00000258334,AC125611.4,0.116898815
ENSG00000170469,SPATA24,0.116868837
ENSG00000117322,CR2,0.116738581
ENSG00000260467,AC018552.2,0.116675911
ENSG00000130529,TRPM4,0.11658126
ENSG00000268555,AC123912.4,0.116418242
ENSG00000255478,AP000944.1,0.116274407
ENSG00000144199,FAHD2B,0.116186782
ENSG00000225630,MTND2P28,0.116175214
ENSG00000173812,EIF1,0.115950763
ENSG00000211843,TRAJ46,0.115941701
ENSG00000104805,NUCB1,0.115927264
ENSG00000260466,AC126696.2,0.115851126
ENSG00000271503,CCL5,0.115772752
ENSG00000126368,NR1D1,0.115761022
ENSG00000232284,GNG12-AS1,0.115749684
ENSG00000271680,AC098935.2,0.115735092
ENSG00000106305,AIMP2,0.115693724
ENSG00000145850,TIMD4,0.115668205
ENSG00000175274,TP53I11,0.115662664
ENSG00000233493,TMEM238,0.115464779
ENSG00000123095,BHLHE41,0.11534529
ENSG00000211842,TRAJ47,0.115257343
ENSG00000244921,MTCYBP18,0.115230498
ENSG00000188112,C6orf132,0.115098519
ENSG00000223935,LGALSL-DT,0.115002061
ENSG00000167601,AXL,0.115000746
ENSG00000174672,BRSK2,0.114964715
ENSG00000290537,,0.114681919
ENSG00000124208,PEDS1-UBE2V1,0.114653962
ENSG00000280387,AL109806.1,0.114608506
ENSG00000167244,IGF2,0.114512579
ENSG00000272772,AC104109.3,0.11450949
ENSG00000170180,GYPA,0.114501521
ENSG00000288929,,0.114402947
ENSG00000085063,CD59,0.114330263
ENSG00000241449,AC092666.1,0.114241631
ENSG00000160117,ANKLE1,0.114239107
ENSG00000279611,AC012313.10,0.11422899
ENSG00000171552,BCL2L1,0.114171892
ENSG00000013583,HEBP1,0.114130382
ENSG00000167723,TRPV3,0.114101961
ENSG00000264493,MIR4298,0.114025478
ENSG00000180767,CHST13,0.113975629
ENSG00000166402,TUB,0.113957731
ENSG00000284029,MIR6805,0.113700177
ENSG00000148337,CIZ1,0.113641535
ENSG00000233695,GAS6-AS1,0.113598994
ENSG00000224973,LARGE-AS1,0.11356695
ENSG00000275693,AL157394.2,0.113498882
ENSG00000257553,AC034102.4,0.113363149
ENSG00000226334,AL359182.1,0.113250833
ENSG00000176289,IDSP1,0.11321904
ENSG00000258908,AL355075.3,0.113147083
ENSG00000227191,TRGC2,0.113111053
ENSG00000128298,BAIAP2L2,0.113108131
ENSG00000289039,,0.113094522
ENSG00000115718,PROC,0.113070069
ENSG00000176092,CRYBG2,0.113040492
ENSG00000226210,WASH8P,0.113034342
ENSG00000228156,AL133343.1,0.113004019
ENSG00000224546,EIF4BP3,0.112751489
ENSG00000259062,ACTN1-AS1,0.112450167
ENSG00000211728,TRBV5-6,0.112404733
ENSG00000272263,AC034198.2,0.112358796
ENSG00000007968,E2F2,0.112358166
ENSG00000164484,TMEM200A,0.112308436
ENSG00000130653,PNPLA7,0.112234556
ENSG00000173262,SLC2A14,0.112180525
ENSG00000291254,,0.112011364
ENSG00000158023,CFAP251,0.111978793
ENSG00000259884,NR4A1AS,0.111942519
ENSG00000213590,AL807752.1,0.111893809
ENSG00000007080,CCDC124,0.111877734
ENSG00000278328,MIR6802,0.111843304
ENSG00000254718,AL157756.1,0.111824692
ENSG00000225282,AP000350.2,0.111710435
ENSG00000125462,MIR9-1HG,0.111699426
ENSG00000197785,ATAD3A,0.1116756
ENSG00000188706,ZDHHC9,0.111655262
ENSG00000139187,KLRG1,0.111557252
ENSG00000049759,NEDD4L,0.111448966
ENSG00000106263,EIF3B,0.111361991
ENSG00000185236,RAB11B,0.111319446
ENSG00000196890,H2BU1,0.111262693
ENSG00000225138,SLC9A3-AS1,0.111215383
ENSG00000274598,AC087893.2,0.111136386
ENSG00000139880,CDH24,0.111069386
ENSG00000289164,,0.111009073
ENSG00000262319,AC007952.6,0.110939194
ENSG00000167094,TTC16,0.110783702
ENSG00000266642,AC024267.6,0.110669111
ENSG00000105371,ICAM4,0.11051891
ENSG00000187045,TMPRSS6,0.110501604
ENSG00000172728,FUT10,0.110491888
ENSG00000115649,CNPPD1,0.1104647
ENSG00000159648,TEPP,0.110424382
ENSG00000065268,WDR18,0.110205025
ENSG00000162994,CLHC1,0.110101394
ENSG00000170515,PA2G4,0.110038917
ENSG00000168961,LGALS9,0.110015699
ENSG00000210194,MT-TE,0.109986741
ENSG00000186591,UBE2H,0.109900055
ENSG00000136960,ENPP2,0.109868025
ENSG00000268434,AC011530.1,0.109810151
ENSG00000268149,AC010336.4,0.10977833
ENSG00000142235,LMTK3,0.109720417
ENSG00000167491,GATAD2A,0.109633946
ENSG00000198858,R3HDM4,0.109629411
ENSG00000169224,GCSAML,0.109590149
ENSG00000290089,,0.109574705
ENSG00000144354,CDCA7,0.109527325
ENSG00000143858,SYT2,0.109516257
ENSG00000238012,AC114752.1,0.109505254
ENSG00000158528,PPP1R9A,0.109453594
ENSG00000213199,ASIC3,0.109422925
ENSG00000116661,FBXO2,0.109361224
ENSG00000235007,AL158151.3,0.109305576
ENSG00000213057,C1orf220,0.109258528
ENSG00000227714,MTND6P18,0.109200611
ENSG00000234426,AL139042.1,0.109193419
ENSG00000284114,MIR6800,0.109091049
ENSG00000277224,H2BC7,0.109069113
ENSG00000073598,FNDC8,0.109060845
ENSG00000099860,GADD45B,0.10900562
ENSG00000185436,IFNLR1,0.108943194
ENSG00000117016,RIMS3,0.10893862
ENSG00000274376,ADAMTS7P1,0.108891011
ENSG00000238083,LRRC37A2,0.108862576
ENSG00000200156,RNU5B-1,0.10885057
ENSG00000256817,TPT1P12,0.10884146
ENSG00000158856,DMTN,0.108818852
ENSG00000241547,ACTG1P20,0.108706419
ENSG00000240583,AQP1,0.108670204
ENSG00000260997,AC004847.1,0.108613355
ENSG00000289863,,0.108611172
ENSG00000238035,AC138035.1,0.108604362
ENSG00000279908,AC026748.1,0.108549024
ENSG00000187987,ZSCAN23,0.108531993
ENSG00000198569,SLC34A3,0.108493267
ENSG00000188933,USP32P1,0.108489365
ENSG00000211814,TRAV35,0.108385129
ENSG00000178538,CA8,0.10831665
ENSG00000290425,,0.108247768
ENSG00000187753,C9orf153,0.108177557
ENSG00000125319,HROB,0.108157005
ENSG00000287737,AC132872.5,0.108142468
ENSG00000153814,JAZF1,0.108131957
ENSG00000123689,G0S2,0.108069934
ENSG00000188282,RUFY4,0.10802368
ENSG00000279262,AC010335.2,0.107977531
ENSG00000160224,AIRE,0.107971871
ENSG00000112293,GPLD1,0.107895151
ENSG00000280121,AC010335.3,0.107881725
ENSG00000277986,U4,0.107771661
ENSG00000275236,AC009120.5,0.107767304
ENSG00000260672,AC100827.4,0.107762696
ENSG00000198816,ZNF358,0.107743667
ENSG00000136014,USP44,0.107742151
ENSG00000224791,KRT18P39,0.107702385
ENSG00000280376,AC012186.3,0.107674194
ENSG00000237702,TRBV3-1,0.107652652
ENSG00000196141,SPATS2L,0.107489969
ENSG00000145335,SNCA,0.107389271
ENSG00000263897,MIR4669,0.107372139
ENSG00000205710,C17orf107,0.107293561
ENSG00000258744,AL132800.1,0.107194807
ENSG00000226706,AL161452.1,0.10717411
ENSG00000184616,SPDYE12P,0.107171505
ENSG00000234436,AC245884.2,0.107156489
ENSG00000235191,NUCB1-AS1,0.107110604
ENSG00000276819,TRBV15,0.107108851
ENSG00000163359,COL6A3,0.106789082
ENSG00000149489,ROM1,0.106774868
ENSG00000112149,CD83,0.106773829
ENSG00000110492,MDK,0.10669963
ENSG00000067836,ROGDI,0.106670292
ENSG00000250751,AC015795.1,0.106502237
ENSG00000224789,AC012363.1,0.106452992
ENSG00000110400,NECTIN1,0.106407112
ENSG00000281376,ABALON,0.106374647
ENSG00000136689,IL1RN,0.10634674
ENSG00000129757,CDKN1C,0.106341838
ENSG00000196961,AP2A1,0.106250448
ENSG00000117592,PRDX6,0.106151278
ENSG00000206203,TSSK2,0.106144087
ENSG00000260038,AC009090.1,0.10609051
ENSG00000088002,SULT2B1,0.106068461
ENSG00000248367,AC008610.1,0.10596751
ENSG00000237111,IGHJ3P,0.105941104
ENSG00000177732,SOX12,0.105928102
ENSG00000248996,AC145098.1,0.105912635
ENSG00000090857,PDPR,0.105876387
ENSG00000072840,EVC,0.105829967
ENSG00000114631,PODXL2,0.105814123
ENSG00000245385,AP003396.1,0.105812671
ENSG00000169918,OTUD7A,0.105720521
ENSG00000257411,AC034102.2,0.105699529
ENSG00000272815,AC098850.4,0.105679271
ENSG00000040608,RTN4R,0.10565804
ENSG00000110046,ATG2A,0.1056577
ENSG00000152484,USP12,0.105641626
ENSG00000286076,AC005050.3,0.105640923
ENSG00000256582,LINC02390,0.105502263
ENSG00000271581,AL671883.2,0.105461163
ENSG00000187634,SAMD11,0.105436919
ENSG00000146094,DOK3,0.105420725
ENSG00000183762,KREMEN1,0.105388696
ENSG00000213366,GSTM2,0.105293628
ENSG00000280832,GSEC,0.10528936
ENSG00000254633,AL512590.2,0.105237641
ENSG00000104973,MED25,0.105156289
ENSG00000271013,LRRC37A9P,0.105148254
ENSG00000125538,IL1B,0.105126495
ENSG00000126243,LRFN3,0.105065792
ENSG00000218018,RBM38-AS1,0.104907628
ENSG00000225873,C3orf86,0.104881846
ENSG00000199695,RNU6-1128P,0.104776499
ENSG00000260711,AL121839.2,0.104753896
ENSG00000214851,LINC00612,0.104729842
ENSG00000260774,AC021087.3,0.10472896
ENSG00000263786,AC022211.1,0.104715354
ENSG00000285783,AC098588.3,0.104693865
ENSG00000248099,INSL3,0.10467921
ENSG00000159335,PTMS,0.104656741
ENSG00000164308,ERAP2,0.104621801
ENSG00000070614,NDST1,0.104549593
ENSG00000174586,ZNF497,0.104548728
ENSG00000213049,HNRNPA1P34,0.104546526
ENSG00000047597,XK,0.104509524
ENSG00000235512,TAB3-AS2,0.104507549
ENSG00000158482,SNX29P1,0.104497128
ENSG00000100368,CSF2RB,0.104419558
ENSG00000259548,AC021483.1,0.104407527
ENSG00000275022,MIR6753,0.104385455
ENSG00000214776,AC092821.1,0.104381509
ENSG00000255038,AP006287.2,0.104283171
ENSG00000234996,ACTG1P25,0.104264632
ENSG00000220643,AL031577.1,0.104224831
ENSG00000161328,LRRC56,0.104127009
ENSG00000223549,MTND5P28,0.10411534
ENSG00000270249,AC093668.1,0.103991441
ENSG00000255850,RXYLT1-AS1,0.103846634
ENSG00000284256,MIR5004,0.103780591
ENSG00000129932,DOHH,0.103752874
ENSG00000136002,ARHGEF4,0.103710903
ENSG00000151655,ITIH2,0.103647399
ENSG00000291202,,0.103645391
ENSG00000153574,RPIA,0.103600746
ENSG00000138629,UBL7,0.103494819
ENSG00000230148,HOXB-AS1,0.103453335
ENSG00000271155,AL161729.1,0.103360173
ENSG00000287296,AC011446.3,0.103315034
ENSG00000178685,PARP10,0.103204376
ENSG00000166793,YPEL4,0.103160202
ENSG00000267484,AC027319.1,0.1030165
ENSG00000279119,AC006449.7,0.103010546
ENSG00000279690,AP000280.1,0.102985439
ENSG00000065717,TLE2,0.102970826
ENSG00000134057,CCNB1,0.102934504
ENSG00000169136,ATF5,0.102881389
ENSG00000075426,FOSL2,0.102818558
ENSG00000011590,ZBTB32,0.102775736
ENSG00000185561,TLCD2,0.102727632
ENSG00000136856,SLC2A8,0.10272502
ENSG00000204252,HLA-DOA,0.102720548
ENSG00000281106,TMEM272,0.102713231
ENSG00000260621,AC092140.1,0.102680003
ENSG00000239453,SIDT1-AS1,0.102589438
ENSG00000290166,,0.102585729
ENSG00000277610,RNVU1-4,0.102563525
ENSG00000273568,AC131009.3,0.102520677
ENSG00000004777,ARHGAP33,0.102417219
ENSG00000289938,,0.102414983
ENSG00000128283,CDC42EP1,0.102404433
ENSG00000240086,AC092969.1,0.102365582
ENSG00000150867,PIP4K2A,0.102305093
ENSG00000110871,COQ5,0.102203291
ENSG00000243066,RN7SL842P,0.1021834
ENSG00000291220,,0.102173219
ENSG00000247228,AC009060.1,0.102142253
ENSG00000279805,Z95114.3,0.10207465
ENSG00000268938,AC005387.1,0.102040189
ENSG00000281468,AC006504.7,0.101980382
ENSG00000185800,DMWD,0.101969259
ENSG00000078053,AMPH,0.101943826
ENSG00000102302,FGD1,0.10189688
ENSG00000274602,PI4KAP1,0.101833327
ENSG00000273582,AC009093.5,0.101820798
ENSG00000258581,AL157871.3,0.101819084
ENSG00000279196,AC135048.4,0.101760673
ENSG00000179526,SHARPIN,0.10175281
ENSG00000064309,CDON,0.101660181
ENSG00000170627,GTSF1,0.101533584
ENSG00000210107,MT-TQ,0.101527107
ENSG00000126353,CCR7,0.101480185
ENSG00000289627,,0.101395361
ENSG00000182518,FAM104B,0.10137391
ENSG00000182985,CADM1,0.101315066
ENSG00000226777,FAM30A,0.101267318
ENSG00000227827,PKD1P2,0.101198016
ENSG00000156345,CDK20,0.101166988
ENSG00000100376,FAM118A,0.101152791
ENSG00000256660,CLEC12B,0.101135093
ENSG00000164733,CTSB,0.101111957
ENSG00000144647,POMGNT2,0.101093627
ENSG00000173540,GMPPB,0.101030548
ENSG00000288570,AL359092.3,0.100975775
ENSG00000162894,FCMR,0.100914916
ENSG00000102384,CENPI,0.100900404
ENSG00000179698,WDR97,0.10083437
ENSG00000290084,,0.100822015
ENSG00000231766,MTCO2P5,0.100799084
ENSG00000252908,RNU6-1003P,0.100775051
ENSG00000290192,,0.100772763
ENSG00000289176,,0.100717653
ENSG00000225476,MTCO3P5,0.100702495
ENSG00000225215,SMARCE1P1,0.100659059
ENSG00000275942,Z99774.2,0.100622269
ENSG00000084731,KIF3C,0.100585805
ENSG00000281741,AC241377.2,0.100543013
ENSG00000162461,SLC25A34,0.100459811
ENSG00000278828,H3C10,0.100456133
ENSG00000135451,TROAP,0.100439146
ENSG00000105355,PLIN3,0.100426828
ENSG00000244687,UBE2V1,0.100421283
ENSG00000245105,A2M-AS1,0.100406502
ENSG00000281958,TRBJ1-4,0.100304641
ENSG00000227788,MTCO3P43,0.100202822
ENSG00000231305,AC112484.1,0.100172111
ENSG00000105612,DNASE2,0.100100178
ENSG00000247627,MTND4P12,0.100029543
ENSG00000160469,BRSK1,0.099998881
ENSG00000227799,CDPF1P1,0.099941109
ENSG00000182586,LINC00334,0.09987855
ENSG00000176393,RNPEP,0.099812042
ENSG00000198155,ZNF876P,0.099789028
ENSG00000204673,AKT1S1,0.099665469
ENSG00000272602,ZNF595,0.099658996
ENSG00000267512,AC011446.1,0.099630841
ENSG00000211870,TRAJ19,0.099615205
ENSG00000167549,CORO6,0.099515912
ENSG00000260790,AC092338.2,0.099444845
ENSG00000267270,PARD6G-AS1,0.099441686
ENSG00000281538,AC254562.3,0.099389489
ENSG00000198176,TFDP1,0.099388007
ENSG00000259762,AC021739.4,0.099360692
ENSG00000257647,AC124312.2,0.099344034
ENSG00000176788,BASP1,0.099319623
ENSG00000224796,RPL32P1,0.099266707
ENSG00000197813,AC011450.1,0.099257749
ENSG00000170540,ARL6IP1,0.099254425
ENSG00000174945,AMZ1,0.099163571
ENSG00000268112,AC008761.1,0.099161737
ENSG00000060237,WNK1,0.099136486
ENSG00000275401,AL391095.3,0.099105707
ENSG00000261243,AC022165.1,0.09904391
ENSG00000141028,CDRT15P1,0.099034953
ENSG00000167536,DHRS13,0.098989286
ENSG00000283611,TMEM274P,0.098983883
ENSG00000258511,LINC02295,0.098965587
ENSG00000273983,H3C8,0.098878231
ENSG00000237679,VDAC1P11,0.098875556
ENSG00000196358,NTNG2,0.098687862
ENSG00000279121,AC073592.5,0.098677446
ENSG00000154330,PGM5,0.098657145
ENSG00000112182,BACH2,0.098630086
ENSG00000174469,CNTNAP2,0.098601185
ENSG00000254680,AC079329.1,0.098342819
ENSG00000234425,AL138930.1,0.098342072
ENSG00000222078,RN7SKP110,0.098331474
ENSG00000127418,FGFRL1,0.098288756
ENSG00000232220,AC008440.1,0.098245028
ENSG00000117318,ID3,0.098218716
ENSG00000053328,METTL24,0.098196138
ENSG00000170231,FABP6,0.09819359
ENSG00000284518,MIR4658,0.098182181
ENSG00000132510,KDM6B,0.098175809
ENSG00000189057,FAM111B,0.098144709
ENSG00000251637,LINC02754,0.098109415
ENSG00000103528,SYT17,0.098040404
ENSG00000169031,COL4A3,0.09801635
ENSG00000251095,AC093866.1,0.097999201
ENSG00000126254,RBM42,0.097961576
ENSG00000083857,FAT1,0.097943407
ENSG00000272690,LINC02018,0.097924069
ENSG00000289329,,0.097808809
ENSG00000134326,CMPK2,0.097780779
ENSG00000181788,SIAH2,0.09774361
ENSG00000290945,,0.097722165
ENSG00000259436,AC010247.2,0.097693024
ENSG00000189067,LITAF,0.097692581
ENSG00000287868,AL355377.4,0.097673901
ENSG00000228487,AL450263.1,0.097659895
ENSG00000238201,AC114752.2,0.097637181
ENSG00000251203,DNAJB6P2,0.097560032
ENSG00000119673,ACOT2,0.097541382
ENSG00000100243,CYB5R3,0.09753025
ENSG00000240350,SOCAR,0.097485555
ENSG00000069399,BCL3,0.097436249
ENSG00000063180,CA11,0.097409667
ENSG00000168081,PNOC,0.097396889
ENSG00000235119,AL138895.1,0.097338289
ENSG00000286106,NOTCH2NLR,0.097322005
ENSG00000261150,EPPK1,0.097306574
ENSG00000099958,DERL3,0.097263394
ENSG00000134508,CABLES1,0.097222624
ENSG00000204463,BAG6,0.097169073
ENSG00000258858,AL583722.3,0.097094978
ENSG00000133065,SLC41A1,0.097089971
ENSG00000211767,TRBJ2-3,0.09707601
ENSG00000126351,THRA,0.09703813
ENSG00000197568,HHLA3,0.097015473
ENSG00000280190,AC027279.4,0.096962041
ENSG00000278713,AC120114.2,0.096889256
ENSG00000243989,ACY1,0.096881205
ENSG00000181588,MEX3D,0.096768541
ENSG00000133193,FAM104A,0.09664152
ENSG00000139675,HNRNPA1L2,0.096631873
ENSG00000197111,PCBP2,0.096572716
ENSG00000125505,MBOAT7,0.09657231
ENSG00000254578,AC084125.1,0.096569038
ENSG00000202078,Y_RNA,0.096557234
ENSG00000167695,TLCD3A,0.096554494
ENSG00000264056,MIR5685,0.096552745
ENSG00000289327,,0.096525218
ENSG00000288623,AC063943.2,0.096473304
ENSG00000198216,CACNA1E,0.096426248
ENSG00000110092,CCND1,0.096361261
ENSG00000242992,FTH1P4,0.096332958
ENSG00000211841,TRAJ48,0.096305211
ENSG00000134594,RAB33A,0.096196376
ENSG00000105501,SIGLEC5,0.096193415
ENSG00000178201,VN1R1,0.096087912
ENSG00000147872,PLIN2,0.095965872
ENSG00000159840,ZYX,0.095955042
ENSG00000260051,AL031600.1,0.095885683
ENSG00000117115,PADI2,0.095826442
ENSG00000211817,TRAV38-2DV8,0.095795501
ENSG00000247049,AC008443.1,0.09570729
ENSG00000143126,CELSR2,0.095691961
ENSG00000227354,RBM26-AS1,0.095596617
ENSG00000185829,ARL17A,0.095524149
ENSG00000160445,ZER1,0.095501873
ENSG00000185760,KCNQ5,0.095497831
ENSG00000020577,SAMD4A,0.095452023
ENSG00000088899,LZTS3,0.095435321
ENSG00000272668,AL590560.3,0.095416611
ENSG00000226698,AL034380.1,0.095412856
ENSG00000287033,AL590101.1,0.095408029
ENSG00000262147,AC124283.2,0.095394365
ENSG00000271278,ELOCP33,0.095363908
ENSG00000094804,CDC6,0.095354512
ENSG00000141867,BRD4,0.09507817
ENSG00000160211,G6PD,0.095052112
ENSG00000198851,CD3E,0.0950345
ENSG00000110047,EHD1,0.095027898
ENSG00000262712,AC012676.1,0.095026954
ENSG00000259003,AC243965.1,0.095020341
ENSG00000268366,AC010271.1,0.094990285
ENSG00000271848,AC073389.2,0.094982532
ENSG00000148908,RGS10,0.094980995
ENSG00000234678,ELF3-AS1,0.094938194
ENSG00000262313,AC127496.3,0.094924939
ENSG00000257379,AC023509.1,0.094851299
ENSG00000269050,AC011455.1,0.094846969
ENSG00000071894,CPSF1,0.094828506
ENSG00000197465,GYPE,0.094770224
ENSG00000253042,SNORA70,0.094716815
ENSG00000160972,PPP1R16A,0.09467631
ENSG00000101298,SNPH,0.094670631
ENSG00000289760,,0.094670581
ENSG00000289421,,0.09466565
ENSG00000107902,LHPP,0.094646004
ENSG00000077238,IL4R,0.094639414
ENSG00000165802,NSMF,0.094619649
ENSG00000250909,AC138956.1,0.094557495
ENSG00000068079,IFI35,0.094555989
ENSG00000276115,AC026356.2,0.094527137
ENSG00000099875,MKNK2,0.09452517
ENSG00000248697,TOX4P1,0.094422547
ENSG00000163823,CCR1,0.094389614
ENSG00000119383,PTPA,0.094323806
ENSG00000260001,TGFBR3L,0.094307756
ENSG00000260464,AL049796.1,0.094299586
ENSG00000135821,GLUL,0.094291344
ENSG00000105369,CD79A,0.094271543
ENSG00000230082,PRRT3-AS1,0.094217094
ENSG00000076043,REXO2,0.094214019
ENSG00000258904,AL157871.5,0.094188225
ENSG00000135736,CCDC102A,0.09413044
ENSG00000135070,ISCA1,0.094120155
ENSG00000211810,TRAV29DV5,0.094071056
ENSG00000118514,ALDH8A1,0.094000893
ENSG00000104897,SF3A2,0.093989757
ENSG00000226928,RPS14P4,0.093980927
ENSG00000284176,MIR5090,0.093952543
ENSG00000180543,TSPYL5,0.093926651
ENSG00000166821,PEX11A,0.093844744
ENSG00000132185,FCRLA,0.09384332
ENSG00000132589,FLOT2,0.093820934
ENSG00000282173,TRBJ1-5,0.093798875
ENSG00000273748,AL592183.1,0.093772137
ENSG00000211797,TRAV17,0.093763867
ENSG00000168062,BATF2,0.09374392
ENSG00000286437,AF111169.4,0.093711336
ENSG00000226979,LTA,0.093655035
ENSG00000288927,,0.093633321
ENSG00000287562,AL109615.4,0.093621694
ENSG00000283239,KBTBD11-OT1,0.093618524
ENSG00000285649,AL357079.2,0.093585528
ENSG00000260955,AC100821.2,0.093560521
ENSG00000160179,ABCG1,0.093559739
ENSG00000289997,,0.093545963
ENSG00000229142,HCG4P8,0.093519657
ENSG00000284159,MIR3940,0.093498065
ENSG00000273136,NBPF26,0.093470922
ENSG00000125531,FNDC11,0.093430554
ENSG00000260166,AC134312.3,0.093426571
ENSG00000015285,WAS,0.093370193
ENSG00000288398,AL109627.1,0.093345345
ENSG00000237914,SIRPG-AS1,0.093341182
ENSG00000260903,XKR7,0.093338198
ENSG00000174600,CMKLR1,0.093317197
ENSG00000106327,TFR2,0.093250657
ENSG00000244255,AL645922.1,0.093177588
ENSG00000198064,NPIPB13,0.093089518
ENSG00000151320,AKAP6,0.093085699
ENSG00000265784,AC006441.3,0.093046696
ENSG00000211888,TRAJ1,0.093025553
ENSG00000213384,EIF4E2P1,0.093016238
ENSG00000172985,SH3RF3,0.093010022
ENSG00000188848,BEND4,0.092929393
ENSG00000184730,APOBR,0.092864483
ENSG00000174684,B4GAT1,0.092862931
ENSG00000137936,BCAR3,0.092808339
ENSG00000119681,LTBP2,0.092787947
ENSG00000290126,,0.092722497
ENSG00000160932,LY6E,0.09272032
ENSG00000264304,AC024267.3,0.09270304
ENSG00000225300,AL591623.1,0.09265936
ENSG00000123473,STIL,0.092594017
ENSG00000198695,MT-ND6,0.092583697
ENSG00000256720,BTG1P1,0.092524597
ENSG00000138867,GUCD1,0.092443454
ENSG00000179846,NKPD1,0.092405204
ENSG00000290469,,0.092402693
ENSG00000244134,RPS12P20,0.092310508
ENSG00000231587,SNORD62B,0.09225821
ENSG00000246089,AC016065.1,0.092188291
ENSG00000022840,RNF10,0.092179527
ENSG00000271161,BOLA2P2,0.092170268
ENSG00000116729,WLS,0.092123787
ENSG00000121297,TSHZ3,0.092073539
